Food_Item,Calories,Fat,Saturated_Fats,Monounsaturated_Fats,Polyunsaturated_Fats,Carbohydrates,Sugars,Protein,Dietary_Fiber,Cholesterol,Sodium,Water,Vitamin_A,Vitamin_B1,Vitamin_B11,Vitamin_B12,Vitamin_B2,Vitamin_B3,Vitamin_B5,Vitamin_B6,Vitamin_C,Vitamin_D,Vitamin_E,Vitamin_K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition_Density,Meal_Type
warm cinnamon roll mcdonalds,113,5.1,1.3,2.6,0.8,15.0,7.0,2.0,0.5,16.4,0.1,5.8,0.06,0.05,0.019,0.0,0.059,0.7,0.2,0.043,0.0,0.0,0.5,0.0,16.1,0.083,0.5,5.4,0.1,29.4,39.6,0.0,0.2,39.264,Medium
corn muffin,201,5.5,0.9,1.4,2.1,33.7,8.0,3.9,2.2,17.2,0.3,21.5,0.01,0.2,0.043,0.099,0.2,1.3,0.3,0.063,0.0,0.0,0.5,0.035,48.8,0.2,1.9,21.1,0.2,187.4,45.5,0.041,0.4,96.069,Medium
tortilla,467,1.9,0.6,0.4,0.8,61.81249999999999,5.4,14.3,4.7,0.0,0.696,78.7,0.0,0.4925,0.188,0.0,0.2,5.887499999999999,0.3,0.1,0.0,0.0,0.4,0.028,119.5375,0.2,4.35,37.4,0.5,287.6,206.9,0.011,0.6,264.7,High
croutons seasoned,186,7.3,2.1,3.8,0.9,25.4,1.8,4.3,2.0,2.8,0.4,1.4,0.029,0.2,0.057,0.053,0.2,1.9,0.3,0.078,0.0,0.0,0.2,0.069,38.4,0.043,1.1,16.8,0.2,56.0,72.4,0.012,0.4,78.5,Medium
buttermilk waffle,102,3.1,0.8,1.7,0.5,16.0,1.5,2.4,0.9,4.3,0.2,10.4,0.0775,0.2,0.045,0.06,0.2,2.6,0.098,0.4,0.0,0.0,0.2,0.043,98.7,0.072,2.2,7.3,0.054,146.5,45.5,0.008,0.2,123.4,High
flour tortilla,146,3.7,0.6,1.9,1.1,24.1,1.3,3.9,1.2,0.0,0.4,15.9,0.0,0.2,0.065,0.0,0.093,2.1,0.1,0.042,0.0,0.0,0.4,0.095,79.9,0.089,1.6,10.3,0.3,104.4,65.2,0.004,0.3,114.4,High
glazed donut,55,3.0,1.2,0.9,0.5,6.2,3.0,0.8,0.3,3.9,0.082,2.9,0.0775,0.002,0.062,0.077,0.061,0.3,0.059,0.021,0.2,0.0,0.2,0.025,13.1,0.07,0.3,2.2,0.086,15.2,13.3,0.056,0.031,23.931,Low
corn tortilla,52,0.7,0.1,0.2,0.3,10.7,0.2,1.4,1.5,0.0,0.075,11.0,0.0,0.075,0.036,0.0,0.028,0.4,0.073,0.041,0.0,0.0,0.038,0.0,19.4,0.036,0.3,17.3,0.066,75.4,44.6,0.056,0.3,34.0,Medium
muffin,169,6.5,1.2,1.6,3.3,23.6,0.0,3.9,1.5,22.2,0.3,21.5,0.0775,0.2,0.094,0.028,0.2,1.3,0.2,0.01,0.2,0.0,0.0,0.0,114.0,0.042,1.4,9.7,0.2,87.2,69.0,0.023,0.3,151.166,High
croutons,33,0.5,0.1,0.2,0.1,5.9,0.0,1.0,0.4,0.0,0.035,0.4,0.0,0.047,0.061,0.0,0.078,0.4,0.073,0.06,0.0,0.0,0.0,0.0,6.1,0.068,0.3,2.5,0.093,9.2,9.9,0.026,0.093,14.2,Low
donut with jelly filling,289,15.9,4.1,8.413375,2.0,33.2,8.0,5.0,0.8,22.1,0.4,30.3,0.044,0.3,0.086,0.081,0.1,1.8,0.7,0.05,0.0,0.0,0.4,0.012,21.3,0.1,1.5,17.0,0.2,72.3,67.2,0.009,0.6,77.736,Medium
sweet cinnamon rolls,309,13.6,2.6,4.0,4.1435,42.2,8.0,5.1,2.0,54.8,0.3,20.6,0.039,0.3,0.003,0.073,0.2,2.0,0.3,0.085,1.7,0.0,0.75,0.088,59.8,0.034,1.3,14.1,0.2,63.1,92.1,0.085,0.5,125.783,High
oat bran muffin,46,1.3,0.2,0.3,0.7,8.2,1.4,1.2,0.8,0.0,0.067,6.0,0.0,0.028,0.09,0.0,0.049,0.024,0.2,0.026,0.0,0.0,0.1,0.035,10.7,0.082,0.7,26.7,0.4,63.9,86.2,0.035,0.3,22.9,Low
french cruller donut,169,7.5,1.9,4.3,0.9,24.4,8.0,1.3,0.5,4.5,0.1,7.3,0.002,0.005,0.062,0.061,0.057,0.9,0.02,0.052,0.0,0.0,0.058,0.036,10.7,0.084,1.0,4.9,0.018,50.4,32.0,0.07,0.1,45.42,Medium
pancakes,86,3.7,0.8,0.9,1.7,10.8,0.0,2.4,0.0,22.4,0.2,20.1,0.025,0.082,0.031,0.03,0.1,0.6,0.2,0.069,0.1,0.0,0.0,0.0,83.2,0.049,0.7,6.1,0.06,60.4,50.2,0.03,0.2,100.942,High
chocolate donut,250,11.9,3.1,6.8,1.5,34.4,8.0,2.7,1.3,34.2,0.1,9.8,0.0775,0.091,0.059,0.009,0.051,0.3,0.2,0.04,0.041,0.0,0.1,0.071,119.5375,0.1,1.4,20.4,0.2,97.2,63.6,0.051,0.3,179.637,High
sweet cheese rolls,238,12.1,4.0,6.0,1.3,28.8,0.0,4.7,0.8,50.2,0.2,19.4,0.0,0.016,0.06,0.048,0.083,0.5,0.3,0.086,0.1,0.0,0.0,0.0,77.9,0.049,0.5,12.5,0.1,64.7,90.4,0.009,0.4,124.9,High
eclair,234,19.2,6.654,5.4,1.1,11.2,2.0,4.4,0.4,65.9375,0.1,54.4,0.0775,0.1,0.02,0.056,0.2,0.7,0.4,0.005,0.2,0.0,0.7,0.047,31.5,0.034,0.9,7.2,0.1,67.5,63.9,0.091,0.4,68.0,Medium
donut with cream filling,307,20.8,4.6,8.413375,2.6,25.5,8.0,5.4,0.7,20.4,0.3,32.5,0.043,0.3,0.02,0.026,0.1,1.9,0.6,0.096,0.0,0.0,0.2,0.088,21.3,0.039,1.6,17.0,0.2,64.6,68.0,0.017,0.7,75.331,Medium
fruit toaster pastry,209,5.6,1.3,3.3,0.7,37.1,8.0,2.4,0.5,0.0,0.2,5.3,0.0775,0.2,0.051,0.0,0.2,2.7,0.2,0.2,0.0,0.0,0.5,0.011,5.6,0.025,2.0,6.1,0.2,38.8,41.3,0.03,0.2,53.4,Medium
donut,192,10.3,2.7,5.7,1.3,22.9,0.0,2.3,0.7,14.4,0.2,8.8,0.062,0.1,0.082,0.01,0.026,0.7,0.2,0.065,0.027,0.0,0.0,0.0,27.0,0.018,0.5,7.7,0.2,52.7,45.9,0.001,0.2,63.823,Medium
pancakes whole wheat,92,2.9,0.8,0.8,1.1,12.9,0.0,3.7,1.2,26.8,0.3,23.2,0.047,0.026,0.094,0.091,0.2,1.0,0.2,0.075,0.2,0.0,0.0,0.0,110.0,0.056,1.4,20.2,0.7,164.1,122.8,0.044,0.5,132.377,High
keikitos,196,10.6,0.0,0.0,0.0,22.3,8.0,2.9,0.5,0.0,0.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.095,1.1,5.0,0.011,107.1,37.8,0.033,0.2,63.9,Medium
zwieback,30,0.7,0.2,0.3,0.1,5.2,0.9,0.7,0.2,0.6,0.05,0.3,0.063,0.031,0.007,0.002,0.0,0.004,0.002,0.079,0.01,0.0,0.0,0.165,0.041,0.9400000000000001,0.083,0.06,1.0,0.0,3.9,0.20099999999999998,0.023,7.083,Low
chocolate coated donut,81,4.5,2.4,1.6,0.4,9.2,4.8,0.9,0.3,3.4,0.099,3.0,0.077,0.078,0.077,0.048,0.016,0.3,0.061,0.032,0.2,0.0,0.4,0.04,4.3,0.061,0.7,5.4,0.1,37.8,36.2,0.037,0.2,20.16,Low
waffle toasted,103,3.2,0.5,1.6,0.7,16.3,1.7,2.4,0.8,5.0,0.2,10.1,0.0775,0.2,0.023,0.019,0.2,2.9,0.1,0.3,0.0,0.0,0.3,0.029,101.3,0.059,2.3,7.9,0.035,141.6,47.5,0.009,0.2,126.4,High
cinnamon toaster pastry,206,7.1,1.8,4.0,0.9,34.1,0.0,2.6,0.5,0.0,0.2,5.4,0.0775,0.2,0.063,0.043,0.3,2.3,0.1,0.2,0.017,0.0,0.0,0.0,17.0,0.088,2.0,12.0,0.2,66.5,57.0,0.022,0.3,63.489,Medium
wheat bran bread,89,1.2,0.3,0.6,0.2,17.2,3.5,3.2,1.4,0.0,0.2,13.6,0.0,0.1,0.082,0.0,0.1,1.6,0.2,0.079,0.0,0.0,0.1,0.069,26.6,0.003,1.1,29.2,0.6,66.6,81.7,0.057,0.5,50.7,Medium
white bread,77,1.0,0.2,0.2,0.5,14.3,1.6,2.6,0.8,0.0,0.1,10.6,0.022,0.0,0.188,0.026,0.0,0.006,1.4,0.2,0.038,0.0,0.0,0.001,0.081,0.9400000000000001,0.04,1.0,1.6945,0.2,28.4,0.20099999999999998,0.009,18.931,Low
oat bran bread,71,1.3,0.2,0.5,0.5,11.9,2.3,3.1,1.4,0.0,0.1,13.2,0.0775,0.2,0.066,0.0,0.1,1.4,0.2,0.008,0.0,0.0,0.1,0.075,19.5,0.08,0.9,10.5,0.2,42.3,44.1,0.071,0.3,38.121,Medium
whole wheat bread natures own,50,1.0,6.654,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Low
high protein bread dr zaks,152,3.0,0.5,8.413375,2.5,15.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,Low
wheat bread,79,1.3,0.2,0.2,0.5,13.8,1.7,3.1,1.2,0.0,0.1,10.2,0.039,0.0,0.1,0.054,0.0,0.09,1.6,0.2,0.062,0.0,0.0,0.024,0.026,0.9400000000000001,0.066,1.0,1.6945,0.3,37.4,0.20099999999999998,0.039,19.619,Low
egg bread toasted,117,2.4,0.6,1.1,0.4,19.5,0.7,3.9,0.9,20.7,0.2,10.5,0.0775,0.1,0.066,0.091,0.2,1.8,0.05,0.004,0.0,0.0,0.1,0.063,37.7,0.005,1.2,7.8,0.2,43.3,46.6,0.046,0.3,65.618,Medium
butter toastbrot ja,66,0.9,0.6,8.413375,0.8,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,Low
vienna bread toasted,93,0.6,0.1,0.1,0.2,18.0,1.0,3.8,0.9,0.0,0.2,6.0,0.0,0.1,0.037,0.0,0.1,1.6,0.2,0.007,0.095,0.0,0.011,0.063,13.6,0.075,1.1,9.0,0.2,36.5,40.6,0.082,0.3,38.073,Medium
vienna bread,92,0.6,0.2,0.1,0.3,18.1,0.8,3.8,0.8,0.0,0.2,8.9,0.0,0.1,0.08,0.0,0.081,1.5,0.1,0.062,0.095,0.0,0.007,0.076,14.1,0.018,1.2,9.0,0.2,36.5,41.0,0.057,0.3,38.633,Medium
protein bread,47,0.4,0.009,0.091,0.2,8.3,0.3,2.3,0.6,0.0,0.008,7.6,0.0,0.0,0.043,0.0,0.083,0.8,0.0,0.025,0.0,0.0,0.003,0.007,23.6,0.091,0.8,12.4,0.3,35.2,61.2,0.085,0.3,36.0,Medium
banana bread,186,6.0,1.3,2.6,1.8,31.1,0.0,2.5,0.6,24.5,0.2,16.6,0.068,0.078,0.073,0.035,0.1,0.8,0.2,0.037,1.0,0.0,0.0,0.0,12.0,0.004,0.8,8.0,0.1,33.1,76.4,0.096,0.2,54.061,Medium
rice bran bread,66,1.2,0.2,0.4,0.5,11.7,1.3,2.4,1.3,0.0,0.081,11.1,0.0,0.2,0.063,0.0,0.051,1.8,0.2,0.092,0.0,0.0,0.2,0.019,18.6,0.039,1.0,21.6,0.4,48.1,58.1,0.061,0.4,36.2,Medium
white fibre wonder bread,95,1.0,0.2,0.2,0.5,18.0,2.0,3.5,1.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Low
focaccia,142,4.5,0.5,3.2,0.6,20.4,1.0,5.0,1.0,0.0,0.3,26.2,0.0,0.3,0.038,0.0,0.2,2.1,0.4,0.01,0.0,0.0,0.75,0.014,20.0,0.073,1.8,11.4,0.2,73.0,65.0,0.016,0.8,52.7,Medium
oat bran bread toasted,70,1.3,0.2,0.5,0.5,11.8,2.3,3.1,1.3,0.0,0.1,10.4,0.07,0.1,0.035,0.0,0.046,1.3,0.079,0.023,0.0,0.0,0.1,0.084,19.2,0.049,0.9,9.2,0.2,31.3,33.2,0.08,0.3,37.631,Medium
rye bread,83,1.1,0.2,0.4,0.3,15.5,1.2,2.7,1.9,0.0,0.2,11.9,0.0,0.1,0.037,0.0,0.1,1.2,0.1,0.098,0.1,0.0,0.1,0.063,23.4,0.005,0.9,12.8,0.3,40.0,53.1,0.088,0.4,45.6,Medium
wheat germ bread,73,0.8,0.2,0.4,0.2,13.5,1.0,2.7,0.6,0.0,0.2,10.4,0.0,0.1,0.059,0.072,0.1,1.3,0.1,0.086,0.033,0.0,0.1,0.09,24.9,0.057,1.0,7.8,0.2,33.9,71.1,0.085,0.3,43.598,Medium
protein bread toasted,46,0.4,0.059,0.082,0.2,8.2,0.2,2.2,0.6,0.0,0.049,5.8,0.0,0.036,0.023,0.0,0.067,0.7,0.03,0.06,0.0,0.0,0.069,0.025,23.1,0.045,0.8,9.5,0.1,32.1,58.8,0.015,0.2,35.3,Medium
oatmeal bread,73,1.2,0.2,0.4,0.5,13.1,2.2,2.3,1.1,0.0,0.1,9.9,0.0775,0.1,0.064,0.0,0.025,0.8,0.009,0.026,0.0,0.0,0.1,0.058,17.8,0.091,0.7,10.0,0.3,34.0,38.3,0.005,0.3,36.227,Medium
arepa,215,5.3,2.8,1.5,1.0,36.4,0.9,5.4,2.5,4.9,0.3,49.8,0.011,0.021,0.0,0.0,0.05,0.9,0.2,0.1,0.0,0.0,0.3,0.041,87.2,0.09,1.0,26.5,0.1,114.7,86.2,0.04,0.8,137.897,High
raisin bread toasted,86,1.4,0.3,0.7,0.2,16.5,1.8,2.5,1.4,0.0,0.1,8.1,0.0,0.027,0.077,0.0,0.1,1.0,0.001,0.065,0.1,0.0,0.013,0.089,20.9,0.099,0.9,8.1,0.2,34.2,71.3,0.013,0.2,43.7,Medium
cracked wheat bread,74,1.1,0.3,0.5,0.2,14.0,0.0,2.5,1.6,0.0,0.2,10.1,0.0,0.1,0.011,0.0,0.042,1.0,0.1,0.08,0.0,0.0,0.0,0.0,12.2,0.074,0.8,14.7,0.4,43.3,50.1,0.055,0.4,32.2,Medium
garlic bread,151,7.1,2.3,2.0,2.3,17.9,1.6,3.6,1.1,0.0,0.2,13.7,0.067,0.2,0.034,0.052,0.037,1.8,0.3,0.04,0.095,0.0,0.5,0.012,11.6,0.079,1.3,9.9,0.2,37.4,44.3,0.052,0.4,42.646,Medium
rye bread toasted,82,1.0,0.2,0.4,0.3,15.4,1.2,2.7,1.9,0.0,0.2,9.0,0.0,0.1,0.039,0.0,0.019,1.1,0.009,0.076,0.047,0.0,0.1,0.048,23.2,0.099,0.9,12.5,0.3,40.0,53.1,0.072,0.4,45.128,Medium
whole wheat bread,128,2.5,0.4,0.5,1.4,23.6,1.8,3.9,2.8,0.0,0.2,15.0,0.0,0.1,0.084,0.0,0.1,1.8,0.2,0.043,0.0,0.0,0.3,0.007,15.2,0.1,1.4,37.3,0.9,86.0,144.4,0.078,0.7,49.4,Medium
whole wheat bread toasted,128,2.5,0.4,0.5,1.4,23.7,1.8,3.9,2.8,0.0,0.2,10.9,0.0,0.1,0.012,0.0,0.03,1.7,0.1,0.049,0.0,0.0,0.4,0.048,15.1,0.1,1.4,37.4,0.9,86.1,144.9,0.015,0.7,49.4,Medium
pan dulce bread,231,7.3,1.4,2.2,1.0,35.5,7.9,5.9,1.4,18.9,0.1,13.6,0.048,0.2,0.038,0.082,0.1,2.2,0.4,0.058,0.8,0.0,0.2,0.049,54.2,0.045,1.8,15.1,0.3,59.2,64.9,0.014,0.5,106.92,High
rice bran bread toasted,66,1.3,0.2,0.4,0.5,11.8,1.3,2.4,1.3,0.0,0.026,9.0,0.0,0.1,0.064,0.0,0.0,1.7,0.015,0.073,0.0,0.0,0.2,0.064,18.8,0.022,1.0,19.0,0.4,43.5,53.0,0.041,0.3,36.6,Medium
pita bread whole wheat,74,0.7,0.1,0.053,0.3,15.4,0.2,2.7,2.1,0.0,0.1,8.6,0.0,0.083,0.068,0.0,0.073,0.8,0.2,0.028,0.0,0.0,0.2,0.076,4.2,0.016,0.9,19.3,0.5,50.4,47.6,0.046,0.4,26.0,Low
wheat germ bread toasted,73,0.8,0.2,0.4,0.2,13.6,1.0,2.7,0.6,0.3,0.2,7.3,0.0,0.011,0.084,0.063,0.022,1.1,0.063,0.076,0.03,0.0,0.1,0.092,25.0,0.059,1.0,9.5,0.3,43.8,71.3,0.008,0.4,43.706,Medium
pumpernickel bread,65,0.8,0.1,0.2,0.3,12.4,0.1,2.3,1.7,0.0,0.2,9.9,0.0,0.034,0.06,0.0,0.094,0.8,0.1,0.065,0.0,0.0,0.1,0.001,17.7,0.008,0.7,14.0,0.3,46.3,54.1,0.061,0.4,35.6,Medium
frybread,502,18.6,6.654,6.7,1.6,61.81249999999999,3.1,10.2,0.0,10.6,0.5,48.0,0.0,0.4925,0.188,0.0,0.3,5.887499999999999,0.2,0.092,0.0,0.0,0.0,0.058,86.6,0.1,4.35,27.4,0.5,187.0,117.0,0.094,0.5,194.9,High
white bread toasted,83,1.1,0.2,0.2,0.6,15.4,1.3,2.5,0.7,0.3,0.2,8.6,0.0,0.1,0.005,0.0,0.07,1.1,0.01,0.077,0.0,0.0,0.014,0.094,33.7,0.03,0.9,7.4,0.1,29.1,37.1,0.011,0.2,54.3,Medium
piki bread,109,2.0,0.2,0.5,0.5,20.2,0.4,2.5,2.6,0.0,0.028,2.5,0.0,0.023,0.0,0.0,0.093,0.8,0.2,0.2,0.0,0.0,0.2,0.078,51.5,0.04,1.7,50.7,0.5,104.7,169.1,0.019,1.1,80.5,Medium
wheat bread toasted,75,1.0,0.2,0.2,0.4,13.4,1.5,3.1,1.1,0.0,0.1,5.8,0.0,0.1,0.048,0.0,0.045,1.5,0.1,0.068,0.008,0.0,0.087,0.086,39.6,0.015,1.0,14.2,0.3,45.1,53.5,0.079,0.4,59.243,Medium
pita bread,165,0.7,0.091,0.038,0.3,33.4,0.8,5.5,1.3,0.0,0.3,19.3,0.0,0.4,0.012,0.0,0.2,2.8,0.2,0.095,0.0,0.0,0.2,0.001,51.6,0.1,1.6,15.6,0.3,58.2,72.0,0.082,0.5,94.1,Medium
potato bread,85,1.0,0.0,0.0,0.0,15.1,3.0,4.0,2.0,0.0,0.1,10.7,0.0,0.016,0.059,0.037,0.012,0.077,0.4,0.3,0.084,0.0,0.024,0.165,0.072,0.9400000000000001,0.072,0.7,1.6945,0.074,118.1,0.20099999999999998,0.051,22.272,Low
egg bread,115,2.4,0.6,0.9,0.4,19.1,0.7,3.8,0.9,20.4,0.2,13.9,0.0775,0.2,0.066,0.009,0.2,1.9,0.1,0.006,0.0,0.0,0.1,0.078,37.2,0.084,1.2,7.6,0.2,42.4,46.0,0.077,0.3,64.622,Medium
oatmeal bread toasted,73,1.2,0.2,0.4,0.5,13.2,2.2,2.3,1.1,0.0,0.1,7.8,0.043,0.011,0.079,0.0,0.086,0.8,0.026,0.038,0.004,0.0,0.1,0.023,18.0,0.083,0.7,10.3,0.3,34.3,38.5,0.043,0.3,36.622,Medium
cheese bread,196,10.0,3.0,2.1,4.1435,21.5,1.0,5.0,1.0,4.8,0.4,10.1,0.007,0.2,0.007,0.014,0.1,1.6,0.2,0.08,0.0,0.0,0.7,0.035,43.2,0.096,1.2,8.2,0.2,57.6,40.3,0.08,0.5,81.937,Medium
pumpernickel bread toasted,80,1.0,0.1,0.3,0.4,15.1,0.2,2.8,2.1,0.0,0.2,9.2,0.0,0.047,0.085,0.0,0.062,0.9,0.05,0.015,0.0,0.0,0.1,0.044,21.5,0.025,0.9,17.4,0.4,56.6,66.1,0.033,0.5,43.4,Medium
raisin bread,88,1.4,0.3,0.7,0.2,16.7,1.8,2.5,1.4,0.0,0.1,10.8,0.0,0.1,0.037,0.0,0.1,1.1,0.1,0.003,0.052,0.0,0.05,0.032,21.1,0.032,0.9,8.3,0.2,34.9,72.6,0.096,0.2,44.09,Medium
pumpernickel roll,77,0.8,0.1,0.2,0.3,14.8,0.1,3.0,1.5,0.0,0.1,9.0,0.0,0.1,0.027,0.0,0.018,0.8,0.2,0.028,0.0,0.0,0.2,0.054,18.8,0.067,0.8,15.1,0.5,47.9,58.2,0.069,0.4,39.7,Medium
cinnamon raisin bagel,71,0.4,0.054,0.079,0.2,14.4,1.6,2.5,0.6,0.0,0.047,8.3,0.0775,0.08,0.03,0.0,0.05,0.8,0.1,0.045,0.2,0.0,0.022,0.081,4.9,0.073,1.0,7.3,0.2,26.0,38.5,0.026,0.3,24.016,Low
english muffin,127,1.1,0.2,0.2,0.5,25.5,0.9,5.0,2.6,0.0,0.2,24.1,0.0,0.2,0.054,0.0,0.2,1.9,0.2,0.018,0.0,0.0,0.3,0.094,101.5,0.04,1.6,21.1,0.3,61.0,106.0,0.018,0.6,137.3,High
rye dinner roll,123,1.5,0.3,0.5,0.3,22.8,0.5,4.4,2.1,0.0,0.3,12.9,0.0,0.2,0.008,0.0,0.1,1.7,0.2,0.015,0.0,0.0,0.1,0.028,12.9,0.029,1.2,23.2,0.3,68.4,77.4,0.029,0.4,44.9,Medium
english muffin whole wheat,134,1.4,0.2,0.3,0.6,26.7,5.3,5.8,4.4,0.0,0.2,30.2,0.0,0.2,0.091,0.0,0.003,2.3,0.5,0.1,0.0,0.0,0.3,0.078,119.5375,0.1,1.6,46.9,1.2,186.1,138.6,0.029,1.1,214.8,High
dinner roll whole wheat,74,1.3,0.2,0.3,0.6,14.3,2.4,2.4,2.1,0.0,0.1,9.3,0.0,0.001,0.032,0.0,0.032,1.0,0.1,0.07,0.0,0.0,0.3,0.085,29.7,0.05,0.7,23.8,0.6,62.7,76.2,0.091,0.6,50.5,Medium
dinner roll,76,1.8,0.4,0.9,0.3,12.9,0.5,2.4,1.1,0.0,0.1,10.4,0.0,0.1,0.059,0.0,0.071,1.1,0.1,0.072,0.0,0.0,0.1,0.074,49.3,0.032,1.0,10.1,0.3,29.1,32.2,0.097,0.3,68.5,Medium
hotdog roll,117,1.6,0.4,0.3,0.7,21.1,3.1,4.1,0.8,0.0,0.2,14.4,0.004,0.007,0.188,0.095,0.03,0.1,1.8,0.0,0.048,0.0,0.0,0.1,0.008,0.9400000000000001,0.095,1.4,1.6945,0.2,42.4,0.20099999999999998,0.087,27.796,Medium
bagel,245,1.5,0.0,0.3,0.9,47.9,6.0,10.0,4.0,0.0,0.4,36.8,0.0,0.0,0.188,0.068,0.0,0.2,1.9280000000000002,0.4,0.1,0.0,0.0,0.165,0.019,0.9400000000000001,0.2,2.7,1.6945,1.4,139.2,0.20099999999999998,0.099,63.783,Medium
oat bran bagel,176,0.8,0.1,0.2,0.3,36.8,1.1,7.4,2.5,0.0,0.4,22.7,0.031,0.2,0.053,0.0,0.2,2.0,0.3,0.005,0.1,0.0,0.2,0.014,8.3,0.1,2.1,21.4,0.6,75.9,79.4,0.087,0.6,58.051,Medium
pain au chocolat de la boulangerie,235,12.0,6.654,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Low
egg bagel,72,0.5,0.1,0.1,0.2,13.8,0.0,2.8,0.6,6.2,0.1,8.5,0.012,0.1,0.016,0.064,0.064,0.9,0.2,0.053,0.2,0.0,0.0,0.0,3.4,0.09,1.0,6.5,0.1,21.8,17.7,0.088,0.2,22.349,Low
english muffin toasted,140,1.1,0.3,0.2,0.5,27.4,1.8,5.4,1.5,0.0,0.2,17.1,0.0,0.3,0.041,0.074,0.1,2.6,0.2,0.051,0.9,0.0,0.2,0.002,102.4,0.051,2.4,14.6,0.3,55.6,67.1,0.057,0.7,141.1,High
english muffin whole wheat toasted,135,1.4,0.2,0.3,0.6,26.9,5.4,5.9,4.5,0.0,0.2,25.0,0.0,0.2,0.089,0.0,0.045,2.0,0.3,0.024,0.0,0.0,0.3,0.047,119.5375,0.1,1.6,47.0,1.2,187.3,139.1,0.099,1.1,216.0,High
biscuit,357,16.5,4.4,7.0,4.1435,45.0,2.2,7.1,1.5,3.0,0.6,29.2,0.0,0.4,0.006,0.011,0.3,3.0,0.3,0.06,0.2,0.0,0.0,0.0,119.5375,0.048,2.9,18.2,0.4,165.6,122.2,0.003,0.5,310.6,High
french roll,105,1.6,0.4,0.7,0.3,19.1,0.1,3.3,1.2,0.0,0.2,13.2,0.0,0.2,0.07,0.0,0.1,1.7,0.2,0.087,0.0,0.0,0.1,0.088,34.6,0.048,1.0,7.6,0.2,31.9,43.3,0.067,0.3,60.8,Medium
oat bran dinner roll,78,1.5,0.2,0.5,0.5,13.3,2.2,3.1,1.4,0.0,0.1,14.5,0.0,0.1,0.076,0.0,0.082,1.6,0.1,0.021,0.0,0.0,0.2,0.045,28.1,0.004,1.4,10.9,0.2,38.0,39.9,0.067,0.3,48.8,Medium
pecan shortbread cookies,76,4.6,1.1,2.6,0.6,8.2,0.0,0.7,0.3,4.6,0.002,0.5,0.0775,0.034,0.016,0.0,0.1,0.3,0.077,0.065,0.0,0.0,0.0,0.0,4.2,0.084,0.3,2.5,0.052,11.9,10.2,0.002,0.1,18.349,Low
oatmeal cookies,113,4.5,1.1,2.5,0.6,17.2,6.2,1.6,0.7,0.0,0.1,1.4,0.001,0.003,0.051,0.0,0.044,0.6,0.076,0.059,0.1,0.0,0.046,0.07,9.3,0.029,0.6,8.3,0.2,34.5,35.5,0.044,0.2,34.069,Medium
chocolate wafers,485,15.9,4.7,5.4,4.1435,61.81249999999999,8.0,7.4,3.8,2.2,0.696,5.0,0.0775,0.2,0.038,0.037,0.3,3.2,0.4,0.071,0.0,0.0,0.75,0.039,34.7,0.5,4.35,59.4,0.8,147.8,235.2,0.048,1.2,147.442,High
vanilla wafers low fat,353,12.2,3.1,5.2,3.1,58.9,8.0,4.0,1.5,40.8,0.3,4.1,0.037,0.2,0.045,0.028,0.3,2.5,0.3,0.027,0.0,0.0,0.2,0.082,38.4,0.036,1.9,11.2,0.2,83.2,77.6,0.001,0.3,116.995,High
chocolate chip cookies mcdonalds,136,6.4,3.2,1.7,0.4,18.7,8.0,1.6,0.6,18.4,0.058,1.2,0.003,0.063,0.046,0.082,0.051,0.6,0.2,0.03,0.0,0.0,0.2,0.0,9.6,0.012,1.1,11.3,0.2,29.7,54.9,0.0,0.2,38.09,Medium
gingersnap cookies,29,0.7,0.2,0.4,0.062,5.4,1.4,0.4,0.2,0.0,0.012,0.4,0.0,0.026,0.0,0.0,0.007,0.2,0.016,0.09,0.0,0.0,0.07,0.063,5.4,0.021,0.4,3.4,0.1,5.8,24.2,0.079,0.06,12.5,Low
